name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
A World                                                                                                                                                                          ,0.342,0.0245,-28.261,0.0448,0.992,0.901,0.106,0.0849,114.066,270700,0
Destination Unknown                                                                                                                                                              ,0.33,0.0815,-19.277,0.0356,0.956,0.969,0.0907,0.0389,135.169,210120,13
Deux Arabesques: No. 1                                                                                                                                                           ,0.281,0.0131,-28.85,0.0361,0.99,0.921,0.0875,0.0741,72.744,272133,0
"The Seasons, Op. 37a: IV. April - Snowdrop                                                                                                                                     ",0.3,0.0132,-33.472,0.0387,0.995,0.871,0.0917,0.0934,83.693,200600,0
Home                                                                                                                                                                             ,0.294,0.107,-21.907,0.036,0.872,0.921,0.0924,0.0834,79.991,195960,0
Scared to Be Lonely                                                                                                                                                              ,0.563,0.0788,-20.174,0.0409,0.994,0.922,0.112,0.151,123.997,245187,13
"Piano Trio No. 3 in C Minor, Op. 101: Andante grazioso                                                                                                                         ",0.286,0.00636,-32.601,0.0426,0.972,0.283,0.107,0.102,124.465,245613,21
"Piano Sonata No. 11 in A Major, K. 331: III. Alla Turca - Allegretto - Remastered                                                                                              ",0.462,0.182,-21.617,0.0497,0.991,0.887,0.0828,0.687,90.478,242880,27
"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 24 - Fughetta. Andante                                                                         ",0.281,0.0185,-36.873,0.0459,0.996,0.872,0.102,0.313,76.383,163693,0
Until Next Time                                                                                                                                                                  ,0.352,0.194,-16.316,0.0504,0.903,0.879,0.102,0.128,120.771,174373,13
"Sonata in D Minor, K.32: Aria                                                                                                                                                  ",0.554,0.00581,-31.374,0.0746,0.996,0.957,0.0571,0.42,109.884,117373,13
"Stanza BWV 855a ""The Children's Room"" - Re-Recorded Version                                                                                                                  ",0.288,0.101,-24.78,0.0522,0.992,0.93,0.0908,0.0368,77.531,182147,0
The Rose                                                                                                                                                                         ,0.522,0.0704,-17.239,0.0658,0.991,0.939,0.108,0.223,128.827,160093,13
Say Something                                                                                                                                                                    ,0.413,0.0679,-16.808,0.0508,0.992,0.936,0.124,0.106,146.346,180500,13
"Étude No. 2 in A-Flat Major from ""Trois Nouvelles Études""                                                                                                                    ",0.297,0.06,-26.92,0.0357,0.994,0.903,0.105,0.0641,113.755,116080,0
"Sonata in F Minor, K.183: Allegro                                                                                                                                              ",0.32,0.0575,-28.05,0.0441,0.994,0.908,0.0758,0.188,132.109,370613,13
Waltz in C Minor (Only for Piano)                                                                                                                                                ,0.377,0.0725,-22.218,0.0584,0.993,0.912,0.174,0.0472,67.547,228293,0
A Thousand Miles                                                                                                                                                                 ,0.315,0.152,-15.952,0.0566,0.987,0.936,0.143,0.234,81.178,167184,0
Relaxing Waltz                                                                                                                                                                   ,0.0648,0.186,-19.337,0.0407,0.948,0.934,0.101,0.217,199.643,149240,13
Radiate                                                                                                                                                                          ,0.255,0.197,-17.246,0.0361,0.983,0.849,0.132,0.177,119.609,210025,13
All By Myself                                                                                                                                                                    ,0.46,0.0417,-19.609,0.0637,0.99,0.937,0.104,0.0883,119.427,179173,13
"Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby]                                                                                                          ",0.184,0.00833,-33.503,0.0519,0.989,0.596,0.104,0.211,61.541,109800,0
I Will Always Love You                                                                                                                                                           ,0.419,0.0121,-20.516,0.0606,0.989,0.932,0.0761,0.332,130.344,175960,13
Circle Song                                                                                                                                                                      ,0.288,0.212,-21.625,0.0304,0.951,0.927,0.0903,0.148,139.186,193427,13
Perfect                                                                                                                                                                          ,0.372,0.0709,-19.146,0.0467,0.993,0.949,0.104,0.12,164.653,272000,13
Gnossienne No. 1: Lent                                                                                                                                                           ,0.339,0.0233,-27.004,0.0595,0.995,0.879,0.105,0.0564,71.241,187680,0
Love Me Like You Do                                                                                                                                                              ,0.276,0.192,-16.538,0.0543,0.991,0.947,0.125,0.0777,173.78,179072,13
Awaken (feat. Jack Liebeck)                                                                                                                                                      ,0.167,0.0439,-17.999,0.0437,0.948,0.913,0.0904,0.0366,76.877,265933,22
Forest Meditation                                                                                                                                                                ,0.249,0.0549,-24.503,0.0367,0.959,0.953,0.237,0.0538,49.82,192240,0
"Moment Musical, Op. 94, D. 780: No. 3 in F Minor - Live                                                                                                                        ",0.51,0.0885,-27.083,0.0676,0.992,0.88,0.683,0.396,81.7,151520,27
Too Good at Goodbyes                                                                                                                                                             ,0.465,0.0796,-20.035,0.0621,0.992,0.95,0.115,0.262,78.434,104416,0
"Symphony No. 2 in D Major, Op. 73: 交響曲 第2番 ニ長調作品73 第3楽章 アレグレット・グラツィオーゾ(クワジ・アンダンテ)                                                                                         ",0.219,0.0279,-32.223,0.0476,0.948,0.741,0.0767,0.0952,78.838,323907,0
Yesterday                                                                                                                                                                        ,0.319,0.163,-15.653,0.0623,0.981,0.923,0.112,0.169,163.209,166000,13
Symphony                                                                                                                                                                         ,0.453,0.159,-18.896,0.038,0.987,0.957,0.1,0.182,112.614,221547,13
Flying Towards the Moonlight                                                                                                                                                     ,0.152,0.0503,-23.151,0.0475,0.971,0.925,0.196,0.0527,136.918,175733,22
Tears In Heaven                                                                                                                                                                  ,0.386,0.0478,-19.97,0.0586,0.992,0.937,0.112,0.304,74.81,163520,0
Flower Through Concrete                                                                                                                                                          ,0.284,0.22,-16.203,0.0371,0.985,0.864,0.105,0.0944,69.063,239013,22
Late Night Lounge                                                                                                                                                                ,0.449,0.105,-17.547,0.0484,0.991,0.947,0.118,0.197,140.883,173160,13
"Sonata in E Major, K. 380                                                                                                                                                      ",0.449,0.0378,-31.383,0.0373,0.992,0.951,0.141,0.168,83.757,172800,0
Before Midnight                                                                                                                                                                  ,0.281,0.252,-16.355,0.0414,0.991,0.935,0.103,0.179,154.429,162880,13
Slow String Instrumental                                                                                                                                                         ,0.154,0.0334,-28.08,0.0506,0.96,0.829,0.105,0.0385,134.424,145747,22
"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 3 - L'istesso tempo                                                                            ",0.362,0.0158,-33.777,0.0406,0.993,0.934,0.108,0.331,70.859,91867,0
A Tree & A River                                                                                                                                                                 ,0.158,0.0618,-26.251,0.0434,0.918,0.951,0.0956,0.0398,77.922,196547,0
"French Suite No. 5 in G Major, BWV 816: I. Allemande                                                                                                                           ",0.0787,0.0126,-36.457,0.0448,0.988,0.908,0.112,0.267,34.856,160600,0
You'll Be Alright                                                                                                                                                                ,0.306,0.176,-18.862,0.0471,0.976,0.916,0.111,0.233,147.272,185587,13
Poppin' Them Thangs                                                                                                                                                              ,0.768,0.806,-1.406,0.195,0.261,0.0,0.0785,0.927,88.024,240800,4
Still D.R.E.                                                                                                                                                                     ,0.814,0.779,-3.271,0.235,0.175,0.000671,0.0605,0.544,93.43,268005,1
In Da Club                                                                                                                                                                       ,0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,193467,4
Insane in the Brain                                                                                                                                                              ,0.897,0.611,-10.489,0.211,0.0291,0.186,0.0894,0.769,102.304,208267,19
Express Yourself - Remix                                                                                                                                                         ,0.852,0.803,-6.929,0.264,0.00204,0.0,0.121,0.752,96.2,261400,5
Scenario - LP Mix                                                                                                                                                                ,0.795,0.6,-14.004,0.341,0.112,0.000171,0.111,0.633,101.78,250133,1
Get into It                                                                                                                                                                      ,0.791,0.851,-8.362,0.0519,0.0191,0.0,0.331,0.877,121.911,197933,5
Party Up                                                                                                                                                                         ,0.51,0.931,-3.302,0.347,0.0738,0.0,0.5,0.53,201.936,268867,25
Milkshake                                                                                                                                                                        ,0.881,0.774,-6.068,0.0439,0.00986,0.0346,0.206,0.759,112.968,182627,5
Bow Down                                                                                                                                                                         ,0.896,0.541,-8.253,0.281,0.00818,0.0,0.278,0.481,92.899,207840,1
REMIND ME                                                                                                                                                                        ,0.843,0.715,-5.553,0.218,0.0361,0.0,0.0754,0.54,90.966,151013,1
What's The Difference                                                                                                                                                            ,0.782,0.819,-0.158,0.251,0.252,0.0,0.133,0.725,91.824,244267,4
Got It                                                                                                                                                                           ,0.462,0.847,-6.85,0.518,0.0289,0.0,0.398,0.66,184.084,192743,25
Chin Check                                                                                                                                                                       ,0.906,0.775,-5.775,0.268,0.0831,2.74e-05,0.15,0.838,100.054,221373,5
The Next Episode                                                                                                                                                                 ,0.92,0.891,-2.398,0.253,0.0313,0.0,0.083,0.311,95.295,161600,1
Down On Me                                                                                                                                                                       ,0.7,0.598,-7.783,0.114,0.0369,0.0,0.111,0.594,160.041,228453,1
X Gon' Give It To Ya                                                                                                                                                             ,0.678,0.857,-5.173,0.216,0.0325,0.0,0.0788,0.622,94.95,219253,18
Can I Kick It?                                                                                                                                                                   ,0.848,0.666,-6.547,0.274,0.173,0.000699,0.129,0.744,96.662,251573,1
You Can Do It                                                                                                                                                                    ,0.946,0.837,-5.355,0.164,0.00084,0.0,0.0482,0.893,99.881,259307,5
I Got 5 On It                                                                                                                                                                    ,0.6,0.706,-7.899,0.361,0.209,0.0,0.125,0.58,173.926,253533,6
Grillz                                                                                                                                                                           ,0.863,0.514,-7.243,0.249,0.0419,0.0,0.301,0.843,82.985,271160,19
Juicy - 2007 Remaster                                                                                                                                                            ,0.873,0.816,-4.645,0.256,0.483,0.0,0.146,0.79,96.067,301467,4
Stronger                                                                                                                                                                         ,0.369,0.785,-6.269,0.2,0.00299,0.0,0.206,0.443,104.033,312893,25
The Motto                                                                                                                                                                        ,0.766,0.442,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573,1
Tambourine                                                                                                                                                                       ,0.82,0.854,-4.153,0.22,0.239,0.0,0.359,0.574,102.623,192440,1
Clique                                                                                                                                                                           ,0.71,0.555,-5.942,0.295,0.0601,0.0,0.227,0.303,109.204,293613,1
Swimming Pools (Drank)                                                                                                                                                           ,0.656,0.446,-5.897,0.265,0.00695,0.000419,0.088,0.203,74.543,247800,26
Crack A Bottle                                                                                                                                                                   ,0.516,0.874,-2.571,0.186,0.0864,0.0,0.173,0.391,169.561,297520,25
Bezerk (feat. A$AP Ferg)                                                                                                                                                         ,0.684,0.687,-4.673,0.2,0.0164,0.0,0.253,0.265,184.026,151067,17
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster                                                                                                                    ,0.833,0.619,-5.595,0.0538,0.111,2.13e-05,0.159,0.901,109.92,306560,19
Ni**as In Paris                                                                                                                                                                  ,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333,5
You Be Killin Em                                                                                                                                                                 ,0.664,0.909,-3.552,0.22,0.444,0.0,0.525,0.557,93.977,209693,14
BOP                                                                                                                                                                              ,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,159715,5
A Milli                                                                                                                                                                          ,0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,6
Ooh Ahh (My Life Be Like) (feat. Toby Mac)                                                                                                                                       ,0.756,0.855,-3.529,0.0669,0.136,0.00028,0.302,0.811,99.02,233173,5
Lollipop                                                                                                                                                                         ,0.829,0.428,-9.469,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,1
My Name Is                                                                                                                                                                       ,0.833,0.681,-6.248,0.356,0.0406,0.0,0.0926,0.839,85.497,268400,19
Woah                                                                                                                                                                             ,0.882,0.602,-5.554,0.245,0.0177,0.0,0.178,0.43,142.959,183011,1
Angel Baby                                                                                                                                                                       ,0.701,0.606,-5.965,0.189,0.635,0.0,0.296,0.501,96.058,195668,23
I Need A Girl PT II                                                                                                                                                              ,0.714,0.471,-7.392,0.483,0.421,0.0,0.0308,0.781,199.758,285600,6
Gangsta's Paradise                                                                                                                                                               ,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.387,79.974,240693,26
Guess Who's Back                                                                                                                                                                 ,0.79,0.798,-7.456,0.267,0.0153,0.0,0.106,0.693,94.015,250907,1
The Real Slim Shady                                                                                                                                                              ,0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,19
Yikes                                                                                                                                                                            ,0.676,0.777,-3.241,0.357,0.145,0.0,0.228,0.226,173.931,188773,17
Jerry Sprunger (with T-Pain)                                                                                                                                                     ,0.76,0.746,-5.331,0.227,0.137,0.0,0.0905,0.449,100.011,233546,1
Hip-Hop                                                                                                                                                                          ,0.583,0.543,-14.299,0.403,0.000642,0.00329,0.111,0.192,78.221,214173,26
Follow God                                                                                                                                                                       ,0.529,0.9,-3.503,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,25
"The Gangsta, The Killa And The Dope Dealer                                                                                                                                     ",0.804,0.697,-8.51,0.264,0.309,0.0,0.884,0.472,92.919,250227,14
Juicy - 2005 Remaster                                                                                                                                                            ,0.889,0.818,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,302760,4
Bow Wow (That's My Name) (feat. Snoop Dogg)                                                                                                                                      ,0.92,0.677,-3.484,0.266,0.216,1.68e-06,0.0981,0.939,91.939,223267,19
All Mine                                                                                                                                                                         ,0.925,0.308,-6.562,0.338,0.125,0.0,0.0933,0.265,122.099,145507,1
"How Do You Want It (ft. KC, Jojo)                                                                                                                                              ",0.763,0.84,-3.704,0.0929,0.0346,0.0,0.0601,0.748,92.477,287547,5
I Love My Bitch                                                                                                                                                                  ,0.604,0.808,-5.805,0.314,0.0297,0.0,0.0493,0.688,193.894,227667,6
Check Yo Self - Remix                                                                                                                                                            ,0.934,0.735,-6.668,0.251,0.031,8.6e-06,0.107,0.768,101.368,273107,1
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy)                                                                                                                             ,0.782,0.676,-6.144,0.324,0.00786,1.17e-06,0.141,0.878,158.162,235733,6
Da Rockwilder                                                                                                                                                                    ,0.612,0.659,-6.995,0.406,0.0137,0.0,0.417,0.393,99.137,136093,1
Dangerous                                                                                                                                                                        ,0.8,0.783,-3.872,0.0966,0.169,0.0,0.206,0.889,114.995,260427,5
Forgot About Dre                                                                                                                                                                 ,0.925,0.737,-1.292,0.0777,0.092,0.0,0.169,0.603,133.946,222240,1
Straight To The Bank                                                                                                                                                             ,0.642,0.846,-3.856,0.423,0.112,0.0,0.045,0.519,179.548,190653,6
Stand Up                                                                                                                                                                         ,0.751,0.84,-4.855,0.349,0.367,0.0,0.0916,0.801,99.057,213760,4
Bitch Please                                                                                                                                                                     ,0.863,0.771,-2.77,0.19,0.00954,0.0,0.288,0.812,95.029,234733,5
Muthaf**ka Up                                                                                                                                                                    ,0.59,0.542,-7.849,0.329,0.00152,0.0,0.364,0.48,122.482,233680,1
Lose Control (feat. Ciara & Fat Man Scoop)                                                                                                                                       ,0.904,0.813,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,5
Without Me                                                                                                                                                                       ,0.919,0.657,-2.823,0.0907,0.00293,0.0,0.356,0.659,112.23,291213,1
Ayo Technology                                                                                                                                                                   ,0.63,0.782,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144,247947,18
"One, Two Step (feat. Missy Elliott)                                                                                                                                            ",0.944,0.511,-10.96,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,19
How Come                                                                                                                                                                         ,0.75,0.851,-2.197,0.202,0.256,0.0,0.215,0.54,90.001,249533,1
Lose My Breath                                                                                                                                                                   ,0.814,0.899,-5.958,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,18
How We Do                                                                                                                                                                        ,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,1
Who Am I (What's My Name)?                                                                                                                                                       ,0.692,0.833,-3.974,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,246320,14
It's Like That                                                                                                                                                                   ,0.8,0.633,-4.875,0.0514,0.0901,0.0,0.0315,0.836,95.953,203360,19
You Don't Know                                                                                                                                                                   ,0.767,0.864,-1.847,0.133,0.0116,0.0,0.0957,0.747,85.475,257907,5
Ignition - Remix                                                                                                                                                                 ,0.778,0.549,-6.144,0.0473,0.0549,0.0,0.0724,0.802,133.041,186040,19
It Was A Good Day                                                                                                                                                                ,0.78,0.754,-5.377,0.0952,0.135,0.034,0.0467,0.81,82.394,260307,5
Faded                                                                                                                                                                            ,0.84,0.642,-8.768,0.257,0.0191,0.0,0.322,0.325,95.058,213467,1
No Hands (feat. Roscoe Dash & Wale)                                                                                                                                              ,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,1
21 Questions                                                                                                                                                                     ,0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729,224440,4
'Till I Collapse                                                                                                                                                                 ,0.548,0.847,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,17
Gin N Juice (feat. Dat Nigga Daz)                                                                                                                                                ,0.549,0.853,-4.293,0.188,0.0285,0.000296,0.618,0.346,94.695,211493,7
Goodies (feat. Petey Pablo)                                                                                                                                                      ,0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000,19
Homecoming                                                                                                                                                                       ,0.667,0.747,-7.059,0.189,0.337,0.0,0.115,0.918,86.917,203493,4
Where The Hood At                                                                                                                                                                ,0.537,0.948,-3.08,0.38,0.158,0.0,0.356,0.761,186.057,286267,6
X                                                                                                                                                                                ,0.935,0.608,-5.583,0.233,0.102,0.0,0.0891,0.829,96.913,255547,19
Hypnotize - 2007 Remaster                                                                                                                                                        ,0.895,0.694,-4.384,0.275,0.176,0.0,0.292,0.632,93.944,230000,1
Ransom                                                                                                                                                                           ,0.745,0.642,-6.257,0.287,0.0204,0.0,0.0658,0.226,179.974,131240,17
Ruff Ryders' Anthem - Re-Recorded                                                                                                                                                ,0.867,0.796,-4.73,0.0693,0.202,0.0,0.0838,0.776,92.766,231040,4
"Lose Yourself - From ""8 Mile"" Soundtrack                                                                                                                                     ",0.701,0.728,-4.554,0.255,0.00971,0.00115,0.361,0.0591,171.388,326467,17
Hate It Or Love It                                                                                                                                                               ,0.796,0.782,-4.805,0.21,0.146,0.0,0.13,0.418,99.978,207440,1
HeadBand (feat. 2 Chainz)                                                                                                                                                        ,0.92,0.472,-7.941,0.333,0.166,0.0,0.068,0.308,97.463,219833,1
Jump Around                                                                                                                                                                      ,0.854,0.71,-6.32,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,214947,5
If I Can't                                                                                                                                                                       ,0.886,0.626,-2.528,0.277,0.265,0.0,0.024,0.856,93.989,196627,19
HUMBLE.                                                                                                                                                                          ,0.905,0.596,-7.496,0.118,0.000339,2.05e-05,0.0897,0.422,149.996,177604,1
On Fire                                                                                                                                                                          ,0.759,0.825,-4.289,0.22,0.0923,0.00057,0.24,0.429,94.857,187280,1
We Fly High                                                                                                                                                                      ,0.684,0.797,-6.61,0.295,0.0809,0.0,0.0966,0.482,120.177,236080,1
I Don't Dance - Album Edit                                                                                                                                                       ,0.665,0.941,-4.86,0.195,0.0882,0.0,0.0664,0.532,103.096,209538,18
I Like That                                                                                                                                                                      ,0.798,0.497,-3.955,0.111,0.0161,0.0,0.289,0.383,106.982,237491,1
Mockingbird                                                                                                                                                                      ,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,250760,26
What's Luv? (feat. Ja-Rule & Ashanti)                                                                                                                                            ,0.835,0.707,-5.074,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,19
Chain Hang Low                                                                                                                                                                   ,0.792,0.589,-6.869,0.262,0.0259,0.000128,0.114,0.778,157.147,207587,19
Teach Me How to Dougie                                                                                                                                                           ,0.846,0.438,-4.981,0.141,0.2,9.43e-05,0.0939,0.512,85.013,237480,1
Get Low                                                                                                                                                                          ,0.521,0.625,-7.47,0.067,0.0301,0.0,0.121,0.136,101.019,334067,26
Kush - Main                                                                                                                                                                      ,0.424,0.866,-6.171,0.2,0.000859,0.000139,0.0869,0.426,190.276,234243,25
Why We Thugs                                                                                                                                                                     ,0.755,0.604,-5.436,0.417,0.382,0.0,0.125,0.663,98.458,224107,4
Gold Digger                                                                                                                                                                      ,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,1
Hypnotize - 2014 Remaster                                                                                                                                                        ,0.901,0.697,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,229827,1
I'm Better (feat. Lamb)                                                                                                                                                          ,0.926,0.354,-10.773,0.511,0.374,0.0,0.49,0.561,105.005,213120,12
I Know What You Want (feat. Flipmode Squad)                                                                                                                                      ,0.648,0.759,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996,324307,14
Right Thurr                                                                                                                                                                      ,0.866,0.749,-3.977,0.253,0.15,0.0,0.0614,0.891,92.074,250747,19
Shake Ya Ass                                                                                                                                                                     ,0.914,0.607,-5.658,0.32,0.0626,0.0,0.0515,0.666,98.054,256973,1
Like This                                                                                                                                                                        ,0.788,0.659,-6.984,0.278,0.0259,0.0,0.202,0.67,97.147,206240,1
Look At Me Now                                                                                                                                                                   ,0.764,0.694,-5.745,0.189,0.0439,3.67e-06,0.18,0.581,146.075,223933,1
Low (feat. T-Pain)                                                                                                                                                               ,0.87,0.693,-4.571,0.0593,0.0624,0.0,0.153,0.37,128.029,230000,1
Ghetto Gospel                                                                                                                                                                    ,0.794,0.614,-5.352,0.0467,0.0964,0.0,0.0789,0.663,80.569,237633,1
The Real Slim Shady                                                                                                                                                              ,0.948,0.656,-4.34,0.0606,0.0287,0.0,0.0472,0.77,104.495,284533,19
Candy Shop                                                                                                                                                                       ,0.609,0.588,-7.992,0.481,0.0305,0.000142,0.369,0.797,128.763,208533,6
Disco Inferno                                                                                                                                                                    ,0.92,0.657,-5.471,0.25,0.26,0.000571,0.291,0.675,96.95,214240,4
Salt Shaker                                                                                                                                                                      ,0.884,0.697,-6.022,0.128,0.0509,0.0,0.094,0.322,101.965,252440,1
Moves                                                                                                                                                                            ,0.808,0.534,-6.123,0.283,0.0417,0.0,0.136,0.354,75.5,142920,1
This Is Why I'm Hot                                                                                                                                                              ,0.621,0.6,-6.349,0.576,0.277,0.0,0.495,0.485,80.021,253707,14
Straight Outta Compton - Extended Mix / Edit                                                                                                                                     ,0.773,0.947,-5.824,0.249,0.117,0.0,0.44,0.464,102.146,266194,14
Nasty                                                                                                                                                                            ,0.486,0.899,-5.98,0.392,0.0333,0.0,0.106,0.734,102.729,184520,25
Hot In Herre                                                                                                                                                                     ,0.955,0.728,-4.862,0.122,0.219,0.0,0.0612,0.922,107.082,228227,19
No Diggity                                                                                                                                                                       ,0.865,0.65,-4.617,0.207,0.324,0.0,0.133,0.715,88.663,305707,4
Ambitionz Az A Ridah                                                                                                                                                             ,0.801,0.908,-6.554,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387,5
Started From the Bottom                                                                                                                                                          ,0.794,0.523,-7.829,0.161,0.0331,0.0,0.156,0.56,86.307,174120,1
Fuck Tha Police                                                                                                                                                                  ,0.859,0.75,-8.325,0.303,0.0193,0.0,0.0538,0.857,98.691,345717,5
"Lean Wit It, Rock Wit It                                                                                                                                                       ",0.886,0.62,-5.854,0.307,0.082,0.0,0.1,0.6,76.035,229813,1
P.I.M.P.                                                                                                                                                                         ,0.684,0.773,-3.05,0.351,0.0521,1.49e-05,0.0328,0.873,78.66,249840,5
Always On Time                                                                                                                                                                   ,0.84,0.706,-6.104,0.2,0.208,0.0,0.241,0.839,96.673,245133,4
Whatever You Like                                                                                                                                                                ,0.68,0.687,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053,249533,18
Bottoms Up (feat. Nicki Minaj)                                                                                                                                                   ,0.845,0.601,-5.283,0.161,0.0205,0.0,0.385,0.329,74.008,242013,1
Hustlin'                                                                                                                                                                         ,0.502,0.652,-7.224,0.3,0.0849,0.0,0.0675,0.649,136.04,254093,25
Drop It Like It's Hot                                                                                                                                                            ,0.892,0.628,-3.832,0.216,0.169,0.0,0.102,0.676,92.063,266067,1
Break Ya Neck                                                                                                                                                                    ,0.826,0.79,-7.555,0.242,0.463,0.00251,0.0614,0.739,83.014,231667,4
Big Poppa - 2005 Remaster                                                                                                                                                        ,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,252747,4
Put On                                                                                                                                                                           ,0.653,0.77,-6.091,0.0353,0.00342,0.0,0.0887,0.272,137.616,321293,17
W.T.P.                                                                                                                                                                           ,0.77,0.937,-2.327,0.247,0.0319,0.0,0.348,0.685,95.011,238173,5
Regulate                                                                                                                                                                         ,0.832,0.588,-10.88,0.248,0.4,0.0,0.104,0.716,95.309,250868,4
Money Maker                                                                                                                                                                      ,0.551,0.598,-6.79,0.27,0.15,0.0,0.299,0.612,78.756,230613,12
